"@type","title","description","modified","accessLevel","identifier","distribution_@type","distribution_mediaType","distribution_format","distribution_title","distribution_description","distribution_downloadURL","distribution_accessURL","distribution_describedBy","distribution_describedByType","keyword","bureauCode","programCode","describedBy","landingPage","issued","accrualPeriodicity","spatial","publisher.@type","publisher.name","contactPoint.@type","contactPoint.fn","contactPoint.hasEmail","successfully_archived"
"dcat:Dataset","Local Employment Dynamics (LED) for UGLG Grantee Areas","Denotes Local Employment Dynamics (LED) data relative to Unit of General Local Government (UGLG) grantee areas. The LED Partnership is a voluntary federal-state enterprise created for the purpose of merging employee, and employer data to provide a set of enhanced labor market statistics known collectively as Quarterly Workforce Indicators (QWI). The QWI are a set of economic indicators including employment, job creation, earnings, and other measures of employment flows.","2023-07-31T14:51:09.454Z","public","4cd87243147740eb9d554317571bc930","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/4cd87243147740eb9d554317571bc930_5/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Unit of General Local Government | UGLG | Local Employment Dynamics | LED | Quarterly Workforce Indicators | QWI | Community Planning and Development | CPD | Community Development Programs | HUD.Official. | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/4cd87243147740eb9d554317571bc930/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/4cd87243147740eb9d554317571bc930/about","2017-11-17T17:03:14.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Local Employment Dynamics (LED) for UGLG Grantee Areas","Denotes Local Employment Dynamics (LED) data relative to Unit of General Local Government (UGLG) grantee areas. The LED Partnership is a voluntary federal-state enterprise created for the purpose of merging employee, and employer data to provide a set of enhanced labor market statistics known collectively as Quarterly Workforce Indicators (QWI). The QWI are a set of economic indicators including employment, job creation, earnings, and other measures of employment flows.","2023-07-31T14:51:09.454Z","public","4cd87243147740eb9d554317571bc930","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/4cd87243147740eb9d554317571bc930_5/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Unit of General Local Government | UGLG | Local Employment Dynamics | LED | Quarterly Workforce Indicators | QWI | Community Planning and Development | CPD | Community Development Programs | HUD.Official. | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/4cd87243147740eb9d554317571bc930/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/4cd87243147740eb9d554317571bc930/about","2017-11-17T17:03:14.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Location Affordability Index v 1.0","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. The LAI estimates the percentage of a family’s income dedicated to the combined cost of housing and transportation in a given location. Because what is “affordable” is different for everyone, users can choose among a diverse set of family profiles—which vary by household income, size, and number of commuters—and see the affordability landscape for each in a given neighborhood, city, or region.","2023-07-31T15:21:12.342Z","public","8eaa0b89826244ae9246915199462328","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/8eaa0b89826244ae9246915199462328_10/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/8eaa0b89826244ae9246915199462328/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/8eaa0b89826244ae9246915199462328/about","2017-03-13T19:25:52.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Location Affordability Index v 1.0","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. The LAI estimates the percentage of a family’s income dedicated to the combined cost of housing and transportation in a given location. Because what is “affordable” is different for everyone, users can choose among a diverse set of family profiles—which vary by household income, size, and number of commuters—and see the affordability landscape for each in a given neighborhood, city, or region.","2023-07-31T15:21:12.342Z","public","8eaa0b89826244ae9246915199462328","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/8eaa0b89826244ae9246915199462328_10/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/8eaa0b89826244ae9246915199462328/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/8eaa0b89826244ae9246915199462328/about","2017-03-13T19:25:52.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Location Affordability Index v 2.0","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. First launched by the U.S. Department of Housing and Urban Development (HUD) and Department of Transportation (DOT) in November 2013, the LAI provides ubiquitous, standardized household housing and transportation cost estimates at the Census block-group level for the majority of the populated area of the United States. Because what is affordable is different for everyone, users can choose among eight household profiles—which vary by household income, size, and number of commuters—and see the impact of the built environment on affordability in a given neighborhood location while holding household demographics constant.","2023-07-31T15:42:29.487Z","public","c1c32742599a42c9a45c95be50ed2ab6","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/c1c32742599a42c9a45c95be50ed2ab6_12/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/c1c32742599a42c9a45c95be50ed2ab6/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/c1c32742599a42c9a45c95be50ed2ab6/about","2017-08-08T13:12:34.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Location Affordability Index v 2.0","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. First launched by the U.S. Department of Housing and Urban Development (HUD) and Department of Transportation (DOT) in November 2013, the LAI provides ubiquitous, standardized household housing and transportation cost estimates at the Census block-group level for the majority of the populated area of the United States. Because what is affordable is different for everyone, users can choose among eight household profiles—which vary by household income, size, and number of commuters—and see the impact of the built environment on affordability in a given neighborhood location while holding household demographics constant.","2023-07-31T15:42:29.487Z","public","c1c32742599a42c9a45c95be50ed2ab6","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/c1c32742599a42c9a45c95be50ed2ab6_12/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/c1c32742599a42c9a45c95be50ed2ab6/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/c1c32742599a42c9a45c95be50ed2ab6/about","2017-08-08T13:12:34.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Location Affordability Index v.3","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. First launched by the U.S. Department of Housing and Urban Development (HUD) and Department of Transportation (DOT) in November 2013, the LAI provides ubiquitous, standardized household housing and transportation cost estimates for all 50 states and the District of Columbia. Because what is affordable is different for everyone, users can choose among eight household profiles—which vary by household income, size, and number of commuters—and see the impact of the built environment on affordability in a given location while holding household demographics constant.","2023-07-31T16:07:29.634Z","public","b7ffe3607e8c4212bf7cf2428208dbb6","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/b7ffe3607e8c4212bf7cf2428208dbb6_13/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/b7ffe3607e8c4212bf7cf2428208dbb6/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/b7ffe3607e8c4212bf7cf2428208dbb6/about","2019-03-26T15:43:18.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Location Affordability Index v.3","The Location Affordability Index (LAI) helps to better understand the combined cost of housing and transportation. First launched by the U.S. Department of Housing and Urban Development (HUD) and Department of Transportation (DOT) in November 2013, the LAI provides ubiquitous, standardized household housing and transportation cost estimates for all 50 states and the District of Columbia. Because what is affordable is different for everyone, users can choose among eight household profiles—which vary by household income, size, and number of commuters—and see the impact of the built environment on affordability in a given location while holding household demographics constant.","2023-07-31T16:07:29.634Z","public","b7ffe3607e8c4212bf7cf2428208dbb6","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/b7ffe3607e8c4212bf7cf2428208dbb6_13/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | US Department of Transportation | DOT | Community Planning and Development | CPD | Location Affordability | LAI | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/b7ffe3607e8c4212bf7cf2428208dbb6/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/b7ffe3607e8c4212bf7cf2428208dbb6/about","2019-03-26T15:43:18.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Low Poverty Index","The Low Poverty Index captures the depth and intensity of poverty in a given neighborhood.  The index is based on the poverty rate which is determined at the census tract level.","2023-07-21T19:12:07.006Z","public","3419cb4c7aa144b2bc54671f58b580f4","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/3419cb4c7aa144b2bc54671f58b580f4_20/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | Economic Development | Location Affordability | Tract | hud.official.content | Low Poverty Index | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3419cb4c7aa144b2bc54671f58b580f4/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3419cb4c7aa144b2bc54671f58b580f4/about","2017-04-21T18:37:26.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low Poverty Index","The Low Poverty Index captures the depth and intensity of poverty in a given neighborhood.  The index is based on the poverty rate which is determined at the census tract level.","2023-07-21T19:12:07.006Z","public","3419cb4c7aa144b2bc54671f58b580f4","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/3419cb4c7aa144b2bc54671f58b580f4_20/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"US Department of Housing and Urban Development | HUD | Economic Development | Location Affordability | Tract | hud.official.content | Low Poverty Index | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3419cb4c7aa144b2bc54671f58b580f4/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3419cb4c7aa144b2bc54671f58b580f4/about","2017-04-21T18:37:26.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low to Moderate Income Population by Block Group","This service identifies U.S. Census Block Groups in which 51% or more of the households earn less than 80 percent of the Area Median Income (AMI). The Community Development Block Grant (CDBG) program requires that each CDBG funded activity must either principally benefit low- and moderate-income persons, aid in the prevention or elimination of slums or blight, or meet a community development need having a particular urgency because existing conditions pose a serious and immediate threat to the health or welfare of the community and other financial resources are not available to meet that need. With respect to activities that principally benefit low- and moderate-income persons, at least 51 percent of the activity's beneficiaries must be low and moderate income.","2023-07-31T19:21:42.546Z","public","09eceb08d95d429dae9f88fe39826bf1","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/09eceb08d95d429dae9f88fe39826bf1_5/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Low to Moderate Income Areas | Low-Mod | Area Median Income | AMI | Community Development Programs | Block Group | hud.official.content | Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/09eceb08d95d429dae9f88fe39826bf1/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/09eceb08d95d429dae9f88fe39826bf1/about","2023-06-05T16:04:12.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Low to Moderate Income Population by Block Group","This service identifies U.S. Census Block Groups in which 51% or more of the households earn less than 80 percent of the Area Median Income (AMI). The Community Development Block Grant (CDBG) program requires that each CDBG funded activity must either principally benefit low- and moderate-income persons, aid in the prevention or elimination of slums or blight, or meet a community development need having a particular urgency because existing conditions pose a serious and immediate threat to the health or welfare of the community and other financial resources are not available to meet that need. With respect to activities that principally benefit low- and moderate-income persons, at least 51 percent of the activity's beneficiaries must be low and moderate income.","2023-07-31T19:21:42.546Z","public","09eceb08d95d429dae9f88fe39826bf1","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/09eceb08d95d429dae9f88fe39826bf1_5/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Low to Moderate Income Areas | Low-Mod | Area Median Income | AMI | Community Development Programs | Block Group | hud.official.content | Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/09eceb08d95d429dae9f88fe39826bf1/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/09eceb08d95d429dae9f88fe39826bf1/about","2023-06-05T16:04:12.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",FALSE
"dcat:Dataset","Low to Moderate Income Population by Tract","This service identifies U.S. Census Tracts in which 51% or more of the households earn less than 80 percent of the Area Median Income (AMI). The Community Development Block Grant (CDBG) program requires that each CDBG funded activity must either principally benefit low- and moderate-income persons, aid in the prevention or elimination of slums or blight, or meet a community development need having a particular urgency because existing conditions pose a serious and immediate threat to the health or welfare of the community and other financial resources are not available to meet that need. With respect to activities that principally benefit low- and moderate-income persons, at least 51 percent of the activity's beneficiaries must be low and moderate income.","2024-02-12T23:24:37.010Z","public","3bd6767dcc5e4937a6232d9db04dd447","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/3bd6767dcc5e4937a6232d9db04dd447_4/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Low to Moderate Income Areas | Low-Mod | Area Median Income | AMI | Community Development Programs | Tracts | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3bd6767dcc5e4937a6232d9db04dd447/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3bd6767dcc5e4937a6232d9db04dd447/about","2018-02-12T16:40:29.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low to Moderate Income Population by Tract","This service identifies U.S. Census Tracts in which 51% or more of the households earn less than 80 percent of the Area Median Income (AMI). The Community Development Block Grant (CDBG) program requires that each CDBG funded activity must either principally benefit low- and moderate-income persons, aid in the prevention or elimination of slums or blight, or meet a community development need having a particular urgency because existing conditions pose a serious and immediate threat to the health or welfare of the community and other financial resources are not available to meet that need. With respect to activities that principally benefit low- and moderate-income persons, at least 51 percent of the activity's beneficiaries must be low and moderate income.","2024-02-12T23:24:37.010Z","public","3bd6767dcc5e4937a6232d9db04dd447","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/3bd6767dcc5e4937a6232d9db04dd447_4/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Low to Moderate Income Areas | Low-Mod | Area Median Income | AMI | Community Development Programs | Tracts | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/3bd6767dcc5e4937a6232d9db04dd447/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/3bd6767dcc5e4937a6232d9db04dd447/about","2018-02-12T16:40:29.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low Transportation Cost Index","The Low Transportation Cost Index is based on estimates of transportation expenses for a 3-person single-parent family earning 50% of the median income for renters in the surrounding region (i.e. Core-Based Statistical Area). The estimates come from the Location Affordability Index (LAI). The data correspond to those for household type 6 as noted in the LAI data dictionary. More specifically, among this household type, we model transportation costs as a percent of income for renters. Neighborhoods are defined as census tracts. The LAI data do not contain transportation cost information for Puerto Rico.","2023-07-21T19:16:14.487Z","public","58ebe2dc6645452d9702c0adb8033460","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/58ebe2dc6645452d9702c0adb8033460_21/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S Department of Housing and Urban Development | HUD | Low Transportation Cost Index | Economic Development | Tract | hud.official.content | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/58ebe2dc6645452d9702c0adb8033460/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/58ebe2dc6645452d9702c0adb8033460/about","2017-10-25T17:17:33.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low Transportation Cost Index","The Low Transportation Cost Index is based on estimates of transportation expenses for a 3-person single-parent family earning 50% of the median income for renters in the surrounding region (i.e. Core-Based Statistical Area). The estimates come from the Location Affordability Index (LAI). The data correspond to those for household type 6 as noted in the LAI data dictionary. More specifically, among this household type, we model transportation costs as a percent of income for renters. Neighborhoods are defined as census tracts. The LAI data do not contain transportation cost information for Puerto Rico.","2023-07-21T19:16:14.487Z","public","58ebe2dc6645452d9702c0adb8033460","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/58ebe2dc6645452d9702c0adb8033460_21/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S Department of Housing and Urban Development | HUD | Low Transportation Cost Index | Economic Development | Tract | hud.official.content | Fair Housing","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/58ebe2dc6645452d9702c0adb8033460/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/58ebe2dc6645452d9702c0adb8033460/about","2017-10-25T17:17:33.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low Vacancy Areas - Set-Aside Tenant Protection Vouchers","The Department of Housing and Urban Development identifies low-vacancy areas for purposes of funding the Tenant-Protection Vouchers (TPVs) set-aside for certain at-risk households in low-vacancy areas. The Department has set low-vacancy areas at the county level. Low-vacancy areas are set at the county level using occupancy rates for public housing and multifamily assisted properties. Occupancy data at the project level are obtained from the most recent Picture of Subsidized Households Report. For the purposes of the TPV set-aside, a low-vacancy area is defined to be an area with an occupancy rate for public housing and multifamily assisted properties greater than or equal to 90 percent.","2023-08-09T20:40:56.128Z","public","f04c869f326e42f4a04ddf95d943f9bc","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/f04c869f326e42f4a04ddf95d943f9bc_26/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | PIH | Tenant Protection Vouchers | Occupancy | County | polygon | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f04c869f326e42f4a04ddf95d943f9bc/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f04c869f326e42f4a04ddf95d943f9bc/about","2023-03-03T19:56:06.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low Vacancy Areas - Set-Aside Tenant Protection Vouchers","The Department of Housing and Urban Development identifies low-vacancy areas for purposes of funding the Tenant-Protection Vouchers (TPVs) set-aside for certain at-risk households in low-vacancy areas. The Department has set low-vacancy areas at the county level. Low-vacancy areas are set at the county level using occupancy rates for public housing and multifamily assisted properties. Occupancy data at the project level are obtained from the most recent Picture of Subsidized Households Report. For the purposes of the TPV set-aside, a low-vacancy area is defined to be an area with an occupancy rate for public housing and multifamily assisted properties greater than or equal to 90 percent.","2023-08-09T20:40:56.128Z","public","f04c869f326e42f4a04ddf95d943f9bc","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/f04c869f326e42f4a04ddf95d943f9bc_26/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | PIH | Tenant Protection Vouchers | Occupancy | County | polygon | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f04c869f326e42f4a04ddf95d943f9bc/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f04c869f326e42f4a04ddf95d943f9bc/about","2023-03-03T19:56:06.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low-Income Housing Tax Credit (LIHTC) Difficult Development Areas","This service provides spatial data and information on Difficult Development Areas (DDAs) used for the Low Income Housing Tax Credit program. DDAs are designated by U.S. Department of Housing and Urban Development (HUD) and defined in statute as areas with high construction, land, and utility costs relative to its Area Median Gross Income (AMGI).  DDAs in metropolitan areas are designated along Census ZIP Code Tabulation Area (ZCTA) boundaries.  DDAs in non-metropolitan areas are designated along county boundaries.  DDAs may not contain more than 20% of the aggregate population of metropolitan and non-metropolitan areas, which are designated separately.","2023-09-22T16:50:17.808Z","public","6e4c2ee69456496193ab1bd286efddf2","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/6e4c2ee69456496193ab1bd286efddf2_0/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Difficult Development Areas | DDA | Qualified Census Tracts | QCT | Low Income Housing Tax Credit | LIHTC | Community Development Programs | polygon | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/6e4c2ee69456496193ab1bd286efddf2/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/6e4c2ee69456496193ab1bd286efddf2/about","2018-01-26T22:04:27.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","Low-Income Housing Tax Credit (LIHTC) Difficult Development Areas","This service provides spatial data and information on Difficult Development Areas (DDAs) used for the Low Income Housing Tax Credit program. DDAs are designated by U.S. Department of Housing and Urban Development (HUD) and defined in statute as areas with high construction, land, and utility costs relative to its Area Median Gross Income (AMGI).  DDAs in metropolitan areas are designated along Census ZIP Code Tabulation Area (ZCTA) boundaries.  DDAs in non-metropolitan areas are designated along county boundaries.  DDAs may not contain more than 20% of the aggregate population of metropolitan and non-metropolitan areas, which are designated separately.","2023-09-22T16:50:17.808Z","public","6e4c2ee69456496193ab1bd286efddf2","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/6e4c2ee69456496193ab1bd286efddf2_0/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Difficult Development Areas | DDA | Qualified Census Tracts | QCT | Low Income Housing Tax Credit | LIHTC | Community Development Programs | polygon | HUD.Official.Content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/6e4c2ee69456496193ab1bd286efddf2/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/6e4c2ee69456496193ab1bd286efddf2/about","2018-01-26T22:04:27.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
